applicant_id,application_date,decision_date,visa_status,nationality,processing_center,job_title,job_info_education,education_level,naics_title,annual_income_usd,processing_time_days
A-16112-00218,22-04-2016,11-07-2016,Certified,INDIA,TX,Computer Systems Analyst - IV,Master's,Master's,,81765,80
A-14191-87200,15-07-2014,18-12-2014,Certified-Expired,MACAU,CALIFORNIA,"Engineer, Staff II - Systems Design",Bachelor's,Master's,Semiconductor and Other Electronic Component Manufacturing,"84,872.00",156
A-14197-89293,16-07-2014,07-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Bachelor's,Computer Systems Design Services,"54,059.00",265
A-15204-01577,05-08-2015,08-02-2016,Certified-Expired,INDIA,CA,"ASIC Digital Design Engineer, Sr I",Master's,Master's,,128000,187
A-14177-82386,26-06-2014,14-11-2014,Certified-Expired,INDIA,CALIFORNIA,Software Engineer -3,Master's,Master's,Custom Computer Programming Services,"91,478.00",141
A-12151-67058,06-06-2012,14-06-2016,Denied,PHILIPPINES,MD,Teacher - Chemistry,Bachelor's,Bachelor's,,46773,1469
A-15309-36490,03-12-2015,20-04-2016,Certified,CHINA,TX,Design Engineer III,Master's,Master's,,87000,139
A-16112-00340,17-06-2016,07-09-2016,Certified,CHINA,CA,Software Engineer 2,Bachelor's,Master's,,100497,82
A-15142-79307,29-07-2015,15-01-2016,Certified-Expired,RUSSIA,WA,Principal Software Engineer - Online EXP or Other,Bachelor's,Master's,,175000,170
A-16015-61975,10-03-2016,16-06-2016,Certified,INDIA,NJ,Associate,Bachelor's,Bachelor's,,130000,98
A-15259-18149,16-10-2015,21-04-2016,Denied,GUATEMALA,VA,Nanny,,,,20218,188
A-16021-63462,22-01-2016,10-05-2016,Certified,INDIA,CO,Lead Technical Solution Architect,Bachelor's,Bachelor's,,112736,109
A-15020-43793,03-02-2015,03-09-2015,Certified,ISRAEL,PENNSYLVANIA,Hebrew Program Lecturer,Master's,Master's,"Colleges, Universities, and Professional Schools","50,190.00",212
A-15175-90935,13-07-2015,11-01-2016,Certified-Expired,CHINA,WA,Software Engineer - Outlook and O365 Shared or Other,Master's,Master's,,111996,182
A-15021-44356,03-02-2015,28-08-2015,Certified,INDIA,WASHINGTON,Software Development Engineer II,Bachelor's,Bachelor's,Electronic Shopping,"81,432.00",206
A-14213-94580,19-08-2014,13-01-2015,Certified-Expired,FRANCE,CONNECTICUT,Director Tennis Program,Bachelor's,Bachelor's,Fitness and Recreational Sports Centers,"27,580.00",147
A-16117-02002,06-06-2016,22-08-2016,Certified,INDIA,CA,Hardware Design Engineer,Master's,Master's,,88109,77
A-15236-10969,28-09-2015,17-02-2016,Certified-Expired,INDIA,NJ,Technical Director,Master's,Bachelor's,,154287,142
A-15237-11505,09-09-2015,29-02-2016,Certified-Expired,RUSSIA,PA,FINANCIAL ANALYST,Master's,Master's,,65166,173
A-13331-19761,02-12-2013,29-05-2015,Certified,PHILIPPINES,CALIFORNIA,CAREGIVER,High School,High School,Nursing Care Facilities,"20,176.00",543
A-15251-15285,06-11-2015,30-03-2016,Certified-Expired,CHINA,PA,Assistant Professor,Doctorate,Doctorate,,70000,145
A-15148-80430,28-05-2015,12-11-2015,Withdrawn,ITALY,CT,TEAM LEADER,,,,79165,168
A-16028-66512,29-01-2016,02-09-2016,Certified,TURKEY,VA,Oriental Rug Repairman,,,,25022,217
A-15161-84884,10-06-2015,16-12-2015,Certified-Expired,INDIA,DE,Lead Programmer Analyst,Master's,Bachelor's,,85500,189
A-14304-21598,20-11-2014,16-09-2015,Certified,NEW ZEALAND,WASHINGTON,Vice President and General Manager,Bachelor's,Other,Fitness and Recreational Sports Centers,"80,000.00",300
A-16159-18623,09-06-2016,26-08-2016,Certified,INDIA,KY,Programmer Analyst III,Master's,Master's,,74110,78
A-15202-00156,21-07-2015,20-01-2016,Certified-Expired,SOUTH KOREA,VA,Tailor,High School,High School,,34070,183
A-16175-25186,24-06-2016,31-08-2016,Certified,GERMANY,WI,Assistant Professor,Doctorate,Doctorate,,100000,68
A-16050-74897,19-02-2016,15-06-2016,Certified,INDIA,NY,QUALITY ENGINEER,Master's,Master's,,68000,117
A-14149-73295,25-07-2014,19-12-2014,Certified-Expired,INDIA,NEW JERSEY,Software Engineer,Master's,Master's,Other Computer Related Services,"95,000.00",147
A-14195-88156,26-08-2014,21-01-2015,Certified-Expired,INDIA,CALIFORNIA,Systems Analyst,Master's,Bachelor's,Furniture Stores,"1,20,000.00",148
A-15201-99909,24-07-2015,21-01-2016,Certified-Expired,INDIA,IA,"Clinical Assistant Professor of Pediatrics, Division of Pediatric Critical Care",Other,Other,,213000,181
A-15229-08972,17-08-2015,09-02-2016,Certified-Expired,INDIA,CA,Software Engineer,Master's,Master's,,155000,176
A-15103-66531,13-04-2015,28-10-2015,Certified-Expired,INDIA,CA,Software Engineer,Bachelor's,Bachelor's,,105706,198
A-16075-84723,18-03-2016,29-06-2016,Certified,INDIA,NY,Applications Architect,Bachelor's,Master's,,117700,103
A-16006-57698,04-03-2016,03-11-2016,Denied,INDIA,PA,Senior Software Engineer,Master's,Master's,,"87,000.00",244
A-15175-90800,14-07-2015,18-08-2015,Withdrawn,INDIA,NEW JERSEY,SAP System Analyst,Master's,Master's,Custom Computer Programming Services,"79,706.00",35
A-15065-56618,10-03-2015,22-09-2015,Certified,INDIA,VIRGINIA,Salesforce Developer,Master's,Master's,Custom Computer Programming Services,"1,07,702.00",196
A-16265-54606,21-09-2016,30-11-2016,Certified,INDIA,MA,Senior Software Developer,Master's,Bachelor's,,"1,12,632.00",70
A-15132-75703,21-08-2015,03-02-2016,Certified-Expired,INDIA,NV,Sr. Manager of Technical Accounting,Bachelor's,Master's,,103000,166
A-15187-94857,07-07-2015,13-01-2016,Certified-Expired,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Bachelor's,,76378,190
A-14303-20936,30-10-2014,16-04-2015,Certified,SOUTH KOREA,MISSISSIPPI,Catfish Processor,,,Fresh and Frozen Seafood Processing,"17,035.20",168
A-15125-73505,05-05-2015,18-11-2015,Certified-Expired,CHINA,MT,Cook,,,,22110,197
A-16033-67977,04-02-2016,09-06-2016,Certified,INDIA,TX,VP of Engineering and Acquisitions,Master's,Master's,,133203,126
A-15166-86807,16-06-2015,13-01-2016,Certified-Expired,INDIA,NJ,Software Quality Assurance Engineer,Bachelor's,Bachelor's,,77210,211
A-14325-28093,03-12-2014,06-07-2015,Certified,INDIA,ILLINOIS,Software Engineer,Master's,Master's,Custom Computer Programming Services,"74,500.00",215
A-10087-92247,30-03-2010,31-08-2015,Denied,INDIA,TEXAS,Store Manager,,,Gasoline Stations with Convenience Stores,"48,069.00",1980
A-16252-50726,12-09-2016,23-11-2016,Certified,CANADA,FL,LANDSCAPE ARCHITECT,Bachelor's,Master's,,"49,837.00",72
A-15049-51503,23-02-2015,09-09-2015,Certified,ARGENTINA,FLORIDA,Business Analytics Director,Bachelor's,Bachelor's,Support Activities for Water Transportation,"60,000.00",198
A-16139-11399,24-05-2016,27-07-2016,Certified,INDIA,PA,Sustainable  Building & Operations Project Manager,Bachelor's,Master's,,115918,64
A-16029-67016,23-02-2016,20-06-2016,Certified,INDIA,TX,Software Developer,Bachelor's,Bachelor's,,113901,118
A-15294-30669,27-10-2015,17-03-2016,Certified-Expired,SRI LANKA,IN,Program Leader,Master's,Master's,,75600,142
A-14275-12375,13-10-2014,13-04-2015,Certified,ISRAEL,NEW YORK,Principal Software Engineer,Bachelor's,Bachelor's,Other Computer Related Services,"1,16,293.00",182
A-16085-89405,31-03-2016,28-06-2016,Certified,AUSTRALIA,WA,Stress Analysis Engineer,Bachelor's,Bachelor's,,119101,89
A-15224-07684,16-12-2015,25-04-2016,Certified,INDIA,FL,Senior QA Engineer -  Mobile,Bachelor's,Bachelor's,,118082,131
A-14034-38392,18-02-2014,09-07-2015,Certified,INDIA,CALIFORNIA,Software Engineer,Bachelor's,Bachelor's,Computer Systems Design Services,"1,00,000.00",506
A-16137-10299,25-07-2016,14-10-2016,Certified,INDIA,TX,Software Developer,Master's,Master's,,"81,952.00",81
A-16153-16487,02-08-2016,25-10-2016,Certified,VENEZUELA,FL,VP Business Development,Bachelor's,Bachelor's,,"96,949.00",84
A-16117-02395,09-05-2016,05-08-2016,Certified,INDIA,NY,"Project Manager, Systems Design & Development",Master's,Bachelor's,,115000,88
A-15293-30492,30-12-2015,18-04-2016,Certified,INDIA,FL,Software Developer,Master's,Master's,,71947,110
A-15007-40099,18-02-2015,08-09-2015,Certified,INDIA,NEW JERSEY,Solution Architect,Master's,Bachelor's,Other Computer Related Services,"77,210.00",202
A-15306-34919,09-11-2015,03-06-2016,Certified,INDIA,NJ,Field Service Technician,,Associate's,,66061,207
A-16245-48867,07-10-2016,23-12-2016,Certified,POLAND,CA,Full Stack Applications Developer,Master's,Bachelor's,,"1,24,675.00",77
A-15277-24805,07-10-2015,09-03-2016,Certified-Expired,PHILIPPINES,CA,Caregiver,,,,19136,154
A-16206-35455,24-07-2016,23-09-2016,Certified,INDIA,NC,SENIOR APPLICATION DEVELOPER - ORACLE EBUSINESS,Master's,Master's,,117395,61
A-13071-47224,14-03-2013,25-06-2015,Certified,INDIA,TEXAS,Business Analyst - II,Bachelor's,Bachelor's,Computer Systems Design Services,"92,248.00",833
A-15222-07021,13-08-2015,16-02-2016,Certified-Expired,PAKISTAN,WV,Hospitalist/Nocturnist,Other,Other,,142.68,187
A-14272-11277,20-10-2014,12-03-2015,Certified-Expired,ISRAEL,IOWA,Process Engineer,Bachelor's,Bachelor's,Printing Ink Manufacturing,"61,112.00",143
A-14091-57001,08-05-2014,02-10-2014,Certified-Expired,INDIA,NEW JERSEY,Oracle Apps DBA,Master's,Master's,Custom Computer Programming Services,"86,195.00",147
A-14309-22733,17-12-2014,26-06-2015,Certified,INDIA,CALIFORNIA,Senior Software Engineer,Bachelor's,Bachelor's,Custom Computer Programming Services,"1,34,638.00",191
A-16232-44259,14-09-2016,16-11-2016,Certified,DENMARK,CA,Software Development Engineer,Bachelor's,Bachelor's,,"1,22,000.00",63
A-14190-86622,10-07-2014,06-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"72,467.00",270
A-16180-26951,28-06-2016,12-09-2016,Certified,INDIA,MI,IT Systems Manager,Master's,Master's,,114275,76
A-16050-74722,19-02-2016,17-06-2016,Certified,INDIA,WA,QA Software Engineer,Master's,Master's,,102000,119
A-16027-65940,24-02-2016,21-06-2016,Certified,INDIA,PA,Corporate Finance Manager,Bachelor's,Bachelor's,,92258,118
A-16074-84242,30-03-2016,30-06-2016,Certified,INDIA,NE,Software Developer II,Master's,Bachelor's,,88000,92
A-13183-77176,02-07-2013,08-06-2015,Certified,INDIA,NEW YORK,"Manager, Finance",Bachelor's,Bachelor's,Credit Card Issuing,"1,00,940.00",706
A-15301-33435,03-11-2015,04-03-2016,Withdrawn,VENEZUELA,FL,Finance Director,Bachelor's,Bachelor's,,168600,122
A-16012-60174,10-02-2016,05-07-2016,Certified,TURKEY,GA,"Account Specialist, e Commerce",Bachelor's,Bachelor's,,29494,146
A-16007-58523,26-01-2016,23-05-2016,Certified,CHINA,CA,Senior Data Scientist,Master's,Master's,,150000,118
A-16090-91116,31-03-2016,15-06-2016,Certified,SOUTH KOREA,TX,Christian Education Director,Master's,Master's,,58656,76
A-15342-47589,16-12-2015,02-05-2016,Certified,INDIA,MA,Software Engineer,Master's,Master's,,86882,138
A-13130-62858,22-05-2013,26-11-2014,Certified-Expired,INDIA,NEW YORK,Software Engineer,Master's,Master's,Custom Computer Programming Services,"1,11,322.00",553
A-14176-82240,27-06-2014,24-11-2014,Certified-Expired,UNITED KINGDOM,CALIFORNIA,Software Engineer,Master's,Master's,Web Search Portals,"1,37,026.00",150
A-16244-48414,13-09-2016,17-11-2016,Certified,TAIWAN,IL,graphic designer,Master's,Master's,,"43,000.00",65
A-14255-06693,01-10-2014,24-02-2015,Certified-Expired,CHINA,CALIFORNIA,Sr Software Engineer,Master's,Doctorate,Computer Storage Device Manufacturing,"1,04,832.00",146
A-13241-92620,30-08-2013,29-07-2015,Denied,SOUTH KOREA,OHIO,Poultry Processor,,Bachelor's,Poultry Processing,"19,490.00",698
A-14226-98443,15-08-2014,03-11-2015,Certified-Expired,INDIA,CA,Performance Test Engineer,Bachelor's,Bachelor's,,96133,445
A-15147-80257,19-06-2015,16-12-2015,Certified-Expired,UKRAINE,WA,Software Development Engineer II,Master's,Master's,,97219,180
A-15324-42323,21-11-2015,14-06-2016,Certified,SOUTH KOREA,NE,Poultry Processing Worker,,High School,,11.6,206
A-15205-01620,24-07-2015,24-07-2015,Withdrawn,INDIA,NEW JERSEY,Senior Computer Programmer Analyst,Master's,Bachelor's,Custom Computer Programming Services,"93,018.00",0
A-13186-77857,02-07-2013,17-04-2015,Denied,INDIA,OHIO,"CONSULTANT (SOFTWARE DEVELOPER, APPLICATIONS)",Bachelor's,Bachelor's,Mortgage and Nonmortgage Loan Brokers,"95,000.00",654
A-16014-61070,04-02-2016,01-06-2016,Certified,INDIA,FL,Lead Analyst,Master's,Bachelor's,,36,118
A-16004-56716,19-01-2016,16-05-2016,Certified,INDIA,CA,"Software Development Engineer, Applications",Master's,Master's,,120349,118
A-15174-90345,24-06-2015,08-12-2015,Certified-Expired,SOUTH KOREA,TX,PIZZA COOK,,,,16702,167
A-13198-80660,18-07-2013,24-02-2015,Certified-Expired,CANADA,CALIFORNIA,Reader Software Lead,Bachelor's,Bachelor's,Analytical Laboratory Instrument Manufacturing,"1,48,000.00",586
A-16040-70757,18-02-2016,07-06-2016,Certified,CHINA,CA,Software Engineer,Master's,Doctorate,,140000,110
A-15222-06706,10-08-2015,04-02-2016,Certified-Expired,INDIA,NJ,Software Consultant II,Bachelor's,Bachelor's,,111000,178
A-15009-41024,09-01-2015,17-08-2015,Certified,CANADA,CALIFORNIA,Lecturer,Doctorate,Doctorate,"Colleges, Universities, and Professional Schools","75,516.00",220
A-16173-24154,23-06-2016,16-09-2016,Certified,INDIA,NJ,Systems Analyst,Bachelor's,Bachelor's,,86070,85
A-15229-09311,20-08-2015,10-02-2016,Certified-Expired,INDIA,CA,Resident Engineer Staff,Master's,Master's,,140941,174
A-14083-55086,24-03-2014,12-11-2014,Certified-Expired,CHINA,VERMONT,Wood Products Industrial Engineer,Bachelor's,Bachelor's,Nonupholstered Wood Household Furniture Manufacturing,24.81,233
A-15021-44134,13-02-2015,28-08-2015,Certified,LEBANON,SOUTH CAROLINA,Pulmonology/Critical Care physician,Other,Other,Offices of Physicians (except Mental Health Specialists),"3,00,000.00",196
A-15308-35766,05-11-2015,18-04-2016,Certified,INDIA,NY,PROGRAMMER ANALYST,Bachelor's,Bachelor's,,84635,165
A-16223-40940,17-08-2016,09-11-2016,Certified,INDIA,NY,Senior Software Development Engineer,Master's,Master's,,"1,04,500.00",84
A-15030-47197,02-02-2015,16-09-2015,Certified,INDIA,NEW YORK,Programmer Analyst,Master's,Master's,Custom Computer Programming Services,"91,200.00",226
A-15047-51119,18-02-2015,11-09-2015,Certified,INDIA,CALIFORNIA,Software Engineer,Master's,Master's,Custom Computer Programming Services,"99,799.00",205
A-14352-35933,14-01-2015,05-08-2015,Certified,INDIA,MISSOURI,Mainframe Programmer Analyst,Bachelor's,Bachelor's,Computer Systems Design Services,"65,000.00",203
A-16041-71626,22-02-2016,13-06-2016,Certified,INDIA,MI,Sr. SAP Analyst,Master's,Bachelor's,,93246,112
A-14246-03446,05-12-2014,19-06-2015,Certified,INDIA,FLORIDA,Software Test Engineer,Master's,Master's,Custom Computer Programming Services,"81,000.00",196
A-14301-20300,28-10-2014,01-02-2016,Certified-Expired,INDIA,NJ,Lead Software Engineer - Testing (Multiple Openings),Bachelor's,Bachelor's,,90459,461
A-13303-07168,31-10-2013,30-03-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"72,467.00",515
A-14305-21683,24-11-2014,11-05-2015,Certified,INDIA,CALIFORNIA,System Validation Engineer,Master's,Master's,Semiconductor and Other Electronic Component Manufacturing,"82,285.00",168
A-16203-34812,27-07-2016,26-10-2016,Certified,INDIA,WA,Senior Software Engineer,Master's,Bachelor's,,"1,42,105.00",91
A-15184-94660,10-07-2015,08-01-2016,Certified-Expired,INDIA,CA,Firmware Engineer,Master's,Master's,,94432,182
A-15254-16571,11-09-2015,23-02-2016,Certified-Expired,INDIA,TX,Senior Technical Analyst,Bachelor's,Bachelor's,,98904,165
A-15224-07793,18-08-2015,17-12-2015,Withdrawn,CANADA,OR,HOSPITALIST,Other,Other,,90,121
A-15363-55149,22-01-2016,17-05-2016,Certified,INDIA,KS,Engineer- Process,Master's,Master's,,94000,116
A-13266-99489,21-10-2013,01-05-2015,Certified,SOUTH KOREA,CALIFORNIA,MARKET RESEARCH ANALYST,Master's,Master's,Activities Related to Real Estate,"37,898.00",557
A-16139-11643,18-05-2016,17-08-2016,Certified,INDIA,MI,Information Technologist I,Bachelor's,Bachelor's,,75673,91
A-16104-96688,12-05-2016,27-07-2016,Certified,INDIA,WA,Senior Mobile Software Development Engineer,Bachelor's,Master's,,111254,76
A-14094-57912,12-05-2014,07-10-2014,Certified-Expired,RUSSIA,DISTRICT OF COLUMBIA,Software Developer,Master's,Master's,Other Commercial Printing,"87,422.00",148
A-15268-22109,13-10-2015,11-03-2016,Certified-Expired,INDIA,NJ,Software Engineer,Master's,Master's,,83741,150
A-15232-10141,21-09-2015,22-02-2016,Certified-Expired,ROMANIA,MO,BUSINESS ANALYST,Master's,Bachelor's,,97140,154
A-15152-81409,01-07-2015,07-01-2016,Certified-Expired,AUSTRALIA,WA,Software Development Engineer II,Master's,Master's,,97219,190
A-14191-87082,11-07-2014,03-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Bachelor's,Computer Systems Design Services,"54,059.00",266
A-15281-26590,16-10-2015,22-03-2016,Certified-Expired,INDIA,TX,DBA/Database Automation Engineer,Bachelor's,Bachelor's,,116000,158
A-16084-88816,28-03-2016,15-07-2016,Certified,CHINA,MA,Accountant,Master's,Master's,,97302,109
A-16100-95156,05-05-2016,18-08-2016,Certified,INDIA,TX,DENTIST,Other,Other,,187200,105
A-14178-83117,09-07-2014,04-12-2014,Certified-Expired,INDIA,VIRGINIA,Quality Assurance Engineer,Master's,Master's,Advertising Agencies,"87,500.00",148
A-14344-32856,11-12-2014,16-07-2015,Certified,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"76,378.00",217
A-15091-63099,23-04-2015,23-10-2015,Certified-Expired,INDIA,AR,Senior Software Engineer,Bachelor's,Bachelor's,,97406,183
A-13324-17387,16-12-2013,28-05-2015,Certified,INDIA,OREGON,Architect Analyst 2,Master's,Master's,General Medical and Surgical Hospitals,51.53,528
A-14336-29796,06-01-2015,30-07-2015,Certified,HONG KONG,CONNECTICUT,Quantitative Developer,Master's,Master's,Portfolio Management,"1,26,000.00",205
A-15262-19610,28-09-2015,03-03-2016,Certified-Expired,INDIA,MD,Systems Administrator II,Master's,Master's,,122408,157
A-16140-12041,19-05-2016,28-07-2016,Certified,INDIA,NJ,PROGRAMMER ANALYST,Master's,Bachelor's,,84000,70
A-15287-28170,05-10-2015,18-05-2016,Certified,ARGENTINA,NY,"ASSOCIATE, DISPUTE RESOLUTION",Other,Other,,265000,226
A-14333-29389,02-12-2014,17-06-2015,Certified,INDIA,NEW JERSEY,CIS MANAGER,Master's,Master's,Custom Computer Programming Services,"1,46,349.00",197
A-14297-18975,10-12-2014,11-06-2015,Certified,INDIA,VIRGINIA,Senior Software Engineer,Master's,Master's,Other Services Related to Advertising,"1,09,762.00",183
A-14120-65175,30-04-2014,10-08-2015,Certified,SOUTH KOREA,GEORGIA,"MEAT, POULTRY AND FISH CUTTER AND TRIMMERS",,Bachelor's,Poultry Processing,"19,282.00",467
A-16133-09331,09-06-2016,09-09-2016,Certified,INDIA,MI,Lead Logistic Technologist,Master's,Master's,,114379,92
A-16132-08486,11-05-2016,09-08-2016,Certified,INDIA,TX,Computer Systems Analyst - IV,Master's,Master's,,81765,90
A-14227-98664,22-09-2014,06-02-2015,Certified-Expired,INDIA,GEORGIA,"Project Manager, USAS Passenger Reservations and Ticketing Applications Development",Bachelor's,Bachelor's,Computer Systems Design Services,"1,44,331.00",137
A-15251-15667,18-09-2015,26-02-2016,Certified-Expired,INDIA,CA,Software Developer,Bachelor's,Bachelor's,,125000,161
A-15173-89517,08-07-2015,11-01-2016,Certified-Expired,TAIWAN,OH,Assistant Professor,Doctorate,Doctorate,,50000,187
A-16041-71540,01-04-2016,07-07-2016,Certified,SOUTH KOREA,GA,APPLICATIONS ENGINEER,Master's,Master's,,72030,97
A-15016-43253,05-02-2015,11-02-2016,Certified-Expired,INDIA,IL,Applications Developer,Bachelor's,Bachelor's,,97900,371
A-13350-25224,06-12-2013,10-06-2015,Certified,ECUADOR,NEW JERSEY,STONE MASON,,,Cut Stone and Stone Product Manufacturing,"29,245.00",551
A-14184-85338,05-08-2014,06-01-2015,Certified-Expired,INDIA,TEXAS,MARKET RESEARCH ANALYST,Master's,Bachelor's,Gasoline Stations with Convenience Stores,"34,237.00",154
A-14153-74255,24-06-2014,12-11-2014,Certified-Expired,INDIA,CALIFORNIA,UI Developer,Bachelor's,Other,Department Stores (except Discount Department Stores),"93,267.00",141
A-15096-64200,08-05-2015,19-11-2015,Certified-Expired,RUSSIA,VA,Programmer Analyst,Master's,Master's,,107702,195
A-15233-10538,08-09-2015,24-02-2016,Certified-Expired,INDIA,TX,IMS Systems Integration Engineer,Bachelor's,Bachelor's,,110550,169
A-16106-97892,29-04-2016,22-07-2016,Certified,POLAND,CA,Software Engineer,Master's,Bachelor's,,113000,84
A-16160-19394,09-06-2016,21-09-2016,Certified,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Bachelor's,,66144,104
A-14233-00500,22-08-2014,20-01-2015,Certified-Expired,INDIA,TEXAS,SENIOR PROGRAMMER ANALYST,Master's,Master's,Custom Computer Programming Services,"76,773.00",151
A-16095-92573,11-04-2016,18-07-2016,Certified,SRI LANKA,GA,Controls Engineer,Bachelor's,Bachelor's,,60403,98
A-16023-64396,23-01-2016,11-05-2016,Certified,CHINA,NC,Poultry Trimmer,,,,18366,109
A-15302-34044,22-10-2015,11-02-2016,Denied,MEXICO,CA,MANAGER,Other,High School,,11.2,112
A-15336-45460,16-12-2015,29-04-2016,Certified,INDIA,WA,Lead Software Engineer - PeopleSoft Developer,Bachelor's,Bachelor's,,100131,135
A-14219-96481,14-08-2014,13-01-2015,Certified-Expired,SOUTH KOREA,PENNSYLVANIA,Tax Manager (International Tax),Bachelor's,Bachelor's,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","1,09,554.00",152
A-16225-41939,02-09-2016,16-11-2016,Certified,INDIA,TX,Software Engineer,Master's,Bachelor's,,"1,01,566.00",75
A-15264-19873,29-09-2015,26-02-2016,Certified-Expired,INDIA,NJ,SAP Consultant,Master's,Master's,,95000,150
A-15217-05682,05-08-2015,19-04-2016,Certified,INDIA,MI,Software Developer,Master's,Master's,,82000,258
A-15057-54247,10-03-2015,07-10-2015,Certified-Expired,INDIA,CA,File Systems & Virtualization Engineer,Master's,Master's,,145000,211
A-13240-92262,30-08-2013,07-04-2015,Certified-Expired,CHINA,NEW YORK,Vice President,Master's,Master's,Investment Banking and Securities Dealing,"2,00,000.00",585
A-16153-16614,15-06-2016,19-09-2016,Certified,INDIA,WA,IT Application Development Engineer II,Master's,Master's,,101088,96
A-15162-85757,01-07-2015,06-01-2016,Certified-Expired,INDIA,PA,ERP Systems Analyst,Bachelor's,Bachelor's,,95000,189
A-15114-70242,11-05-2015,19-11-2015,Certified-Expired,FRANCE,FL,Research Analyst,Master's,Bachelor's,,72000,192
A-16180-26787,18-07-2016,21-09-2016,Certified,UKRAINE,WA,Software Development Engineer II,Master's,Master's,,101088,65
A-16127-06447,03-06-2016,22-09-2016,Certified,UKRAINE,FL,Sr. Application Technical Architect,Bachelor's,Master's,,100000,111
A-15261-19186,18-09-2015,05-05-2016,Certified,PHILIPPINES,NM,Elementary Teacher,Bachelor's,Bachelor's,,35442,230
A-14108-61931,13-05-2014,08-10-2014,Certified-Expired,GHANA,CALIFORNIA,Database Developer,Master's,Master's,Other Computer Related Services,"99,549.00",148
A-14178-83159,30-06-2014,06-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"72,467.00",280
A-15083-61344,17-04-2015,27-10-2015,Certified-Expired,INDIA,AR,Software Engineer III,Bachelor's,Bachelor's,,134638,193
A-15167-87063,03-08-2015,26-01-2016,Certified-Expired,ETHIOPIA,NC,Hospitalist/Inpatient Physician,Other,Other,,235607.5,176
A-14300-19521,10-11-2014,01-07-2015,Certified,BOSNIA AND HERZEGOVINA,ILLINOIS,Journalist/Reporter,Bachelor's,Bachelor's,Wired Telecommunications Carriers,"48,000.00",233
A-13316-13992,22-01-2014,24-06-2015,Certified,INDIA,ILLINOIS,Business Intelligence Developer,Master's,Master's,Other Services Related to Advertising,"1,01,900.00",518
A-16055-76127,16-03-2016,27-06-2016,Certified,INDIA,CA,Software Engineer Applications,Master's,Master's,,119350,103
A-15058-54649,27-02-2015,22-09-2015,Certified,INDIA,NEW JERSEY,Associate Project Manager (Multiple Openings),Other,Master's,Custom Computer Programming Services,"93,018.00",207
A-13298-05467,31-10-2013,14-05-2015,Denied,INDIA,CALIFORNIA,Technical Support Escalation Engineer,Doctorate,Doctorate,Computer Systems Design and Related Services,"1,08,500.00",560
A-16055-76599,28-03-2016,20-06-2016,Certified,MEXICO,TX,Market Research Analyst,Bachelor's,Bachelor's,,70866,84
A-14267-09803,22-10-2014,10-09-2015,Certified,INDIA,NEBRASKA,Automation Test Engineer,Bachelor's,Bachelor's,"Direct Life, Health, and Medical Insurance Carriers","72,000.00",323
A-15324-42260,25-11-2015,19-04-2016,Certified,INDIA,CA,QA Analyst-ProdDev,Master's,Master's,,88691,146
A-14288-16164,31-10-2014,16-04-2015,Certified,BURMA (MYANMAR),CALIFORNIA,Senior Software/Systems Test Engineer/Modem Test,Master's,Master's,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"99,840.00",167
A-16252-50833,18-09-2016,25-11-2016,Certified,VIETNAM,CA,Engineer II,Bachelor's,Bachelor's,,"75,421.00",68
A-14197-89281,16-07-2014,07-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Bachelor's,Computer Systems Design Services,"54,059.00",265
A-15328-43508,10-12-2015,27-04-2016,Certified,INDIA,CA,Purchasing Manager,Master's,Master's,,101837,139
A-14195-88012,15-07-2014,06-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Bachelor's,Computer Systems Design Services,"72,467.00",265
A-14310-23198,07-11-2014,04-05-2015,Certified,INDIA,NEW YORK,Associate-Intermediate-Research/VP,Master's,Master's,Investment Banking and Securities Dealing,"1,54,690.00",178
A-13148-66882,18-06-2013,21-01-2015,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Bachelor's,Bachelor's,Custom Computer Programming Services,"1,33,328.00",582
A-15335-44823,11-12-2015,06-05-2016,Certified,INDIA,CA,Technical/Programmer Analyst,Bachelor's,Bachelor's,,138362,147
A-15022-44449,11-02-2015,04-09-2015,Certified,INDIA,MAINE,Senior Software Engineer,Bachelor's,Bachelor's,Custom Computer Programming Services,"95,160.00",205
A-16019-62713,19-01-2016,24-05-2016,Certified,INDIA,TX,Oracle Apps Developer,Master's,Bachelor's,,82000,126
