application_date,visa_status,nationality,processing_center,job_title,job_info_education,naics_title,annual_income_usd,processing_time_days,application_date_year,application_date_month,application_date_day,application_date_dayofweek,annual_income_usd_to_processing_time_days_ratio,visa_status_frequency,nationality_frequency
2015-02-27,Certified,SOUTH KOREA,ILLINOIS,General Dentist,Other,Offices of Dentists,150000.0,182,2015,2,27,4,819.672131147541,4398,617
2014-08-27,Certified-Expired,INDIA,CALIFORNIA,Validation Engineer,Master's,Semiconductor and Related Device Manufacturing,85600.0,148,2014,8,27,2,574.496644295302,3341,4703
2016-04-13,Certified,INDIA,TX,Database Developer I (Oracle),Master's,Custom Computer Programming Services,95077.0,231,2016,4,13,2,409.8146551724138,4398,4703
2015-04-15,Certified-Expired,SOUTH KOREA,CA,Dental Assistant,Master's,Custom Computer Programming Services,48859.0,196,2015,4,15,2,248.01522842639596,3341,617
2016-01-12,Certified,INDIA,CA,Component Design Engineer,Master's,Custom Computer Programming Services,88795.0,135,2016,1,12,1,652.9044117647059,4398,4703
2016-02-12,Certified,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Custom Computer Programming Services,81765.0,117,2016,2,12,4,692.9237288135594,4398,4703
2014-10-28,Certified-Expired,INDIA,TENNESSEE,Pega Developer,Bachelor's,"Other Direct Insurance (except Life, Health, and Medical) Carriers",91053.0,142,2014,10,28,1,636.7342657342657,3341,4703
2016-06-27,Certified,INDIA,TN,Programmer Analyst,Master's,Custom Computer Programming Services,71594.0,77,2016,6,27,0,917.8717948717948,4398,4703
2015-07-13,Certified-Expired,INDIA,CA,User Interface Designer,Master's,Custom Computer Programming Services,115149.0,176,2015,7,13,0,650.5593220338983,3341,4703
2016-07-22,Withdrawn,INDIA,TX,Senior Technology Architect – US,Master's,Custom Computer Programming Services,86216.0,17,2016,7,22,4,4789.777777777777,361,4703
2016-06-17,Certified,INDIA,WA,Senior Content Developer,Bachelor's,Custom Computer Programming Services,137279.0,74,2016,6,17,4,1830.3866666666668,4398,4703
2016-02-12,Withdrawn,PHILIPPINES,CA,Caregiver,Master's,Custom Computer Programming Services,22173.0,6,2016,2,12,4,3167.5714285714284,361,118
2016-03-24,Certified,CHINA,WA,Software Engineer,Master's,Custom Computer Programming Services,105000.0,88,2016,3,24,3,1179.7752808988764,4398,750
2015-10-09,Certified-Expired,INDIA,TX,Technology Lead - U.S. (Open Systems),Bachelor's,Custom Computer Programming Services,73867.0,151,2015,10,9,4,485.9671052631579,3341,4703
2015-09-03,Certified-Expired,SOUTH KOREA,CA,Statistical Analyst,Bachelor's,Custom Computer Programming Services,53186.0,173,2015,9,3,3,305.6666666666667,3341,617
2015-04-01,Certified-Expired,PHILIPPINES,PA,Occupational Therapist,Master's,Custom Computer Programming Services,66248.0,197,2015,4,1,2,334.5858585858586,3341,118
2015-01-21,Certified,INDIA,MASSACHUSETTS,Migration Specialist II,Master's,Custom Computer Programming Services,106000.0,203,2015,1,21,2,519.6078431372549,4398,4703
2016-01-13,Denied,SERBIA,NY,NUTRITIONIST,Bachelor's,Custom Computer Programming Services,51000.0,344,2016,1,13,2,147.82608695652175,225,9
2015-02-17,Certified,INDIA,MICHIGAN,Software Systems Engineer (Multiple Openings),Bachelor's,Engineering Services,66000.0,195,2015,2,17,1,336.734693877551,4398,4703
2014-12-02,Certified,INDIA,ILLINOIS,"Software Developer, Systems Software",Master's,Custom Computer Programming Services,95576.0,211,2014,12,2,1,450.8301886792453,4398,4703
2016-09-09,Certified,INDIA,CA,Sr. Staff Software Engineer,Bachelor's,Custom Computer Programming Services,160000.0,87,2016,9,9,4,1818.1818181818185,4398,4703
2016-01-07,Certified,INDIA,CA,Product Manager (Product Marketing Specialist),Master's,Custom Computer Programming Services,165568.0,139,2016,1,7,3,1182.6285714285714,4398,4703
2015-09-15,Certified-Expired,INDIA,CA,Software Engineer 1,Bachelor's,Custom Computer Programming Services,102900.0,162,2015,9,15,1,631.2883435582822,3341,4703
2015-10-06,Certified-Expired,UNITED KINGDOM,NJ,SOFTWARE ENGINEER,Bachelor's,Custom Computer Programming Services,108805.0,157,2015,10,6,1,688.6392405063291,3341,77
2015-04-20,Certified-Expired,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Custom Computer Programming Services,76378.0,211,2015,4,20,0,360.2735849056604,3341,4703
2016-06-29,Certified,FRANCE,ND,Property Manager,Master's,Custom Computer Programming Services,113256.0,55,2016,6,29,2,2022.4285714285716,4398,67
2015-04-13,Certified-Expired,INDIA,MI,PRODUCT ENGINEER,Master's,Custom Computer Programming Services,79643.2,198,2015,4,13,0,400.21708542713566,3341,4703
2016-07-13,Certified,CANADA,WA,Embedded Software Engineer,Bachelor's,Custom Computer Programming Services,105000.0,84,2016,7,13,2,1235.2941176470588,4398,280
2014-11-20,Certified,INDIA,CALIFORNIA,Senior Web Engineer,Master's,Digital Printing,131269.0,174,2014,11,20,3,750.1085714285714,4398,4703
2016-09-01,Certified,PERU,VA,"Senior Accountant, External Reporting",Bachelor's,Custom Computer Programming Services,87277.0,92,2016,9,1,3,938.462365591398,4398,17
2014-05-12,Certified-Expired,SOUTH AFRICA,SOUTH CAROLINA,Assistant Professor,Doctorate,"Colleges, Universities, and Professional Schools",105000.0,255,2014,5,12,0,410.15625,3341,19
2015-11-20,Certified,INDIA,VA,SAP Systems Analyst,Associate's,Custom Computer Programming Services,127379.0,201,2015,11,20,4,630.5891089108911,4398,4703
2015-01-07,Certified,CHINA,MASSACHUSETTS,Chinese Specialty Chef,Master's,Full-Service Restaurants,27726.0,210,2015,1,7,2,131.40284360189574,4398,750
2015-09-10,Certified,RUSSIA,CA,Software Developer,Bachelor's,Custom Computer Programming Services,127600.0,239,2015,9,10,3,531.6666666666666,4398,56
2015-10-08,Certified,FRANCE,MA,World Language Teacher - Middle School,Master's,Custom Computer Programming Services,72000.0,236,2015,10,8,3,303.7974683544304,4398,67
2015-08-06,Certified-Expired,INDIA,IN,Technical Specialist - Thermal and Fluid Science Engineer,Master's,Custom Computer Programming Services,85000.0,186,2015,8,6,3,454.54545454545456,3341,4703
2015-06-04,Certified-Expired,INDIA,NJ,Systems Analyst,Bachelor's,Custom Computer Programming Services,79102.0,193,2015,6,4,3,407.74226804123714,3341,4703
2015-07-16,Certified-Expired,IRAN,DC,Editor,Master's,Custom Computer Programming Services,72925.0,176,2015,7,16,3,412.0056497175141,3341,70
2016-04-12,Certified,INDIA,CA,Staff Engineer,Bachelor's,Custom Computer Programming Services,157477.0,176,2016,4,12,1,889.7005649717514,4398,4703
2016-09-20,Certified,INDIA,CA,Senior Systems Software Engineer,Master's,Custom Computer Programming Services,138403.0,57,2016,9,20,1,2386.258620689656,4398,4703
2015-08-04,Certified-Expired,CANADA,WA,Enterprise Network Engineer,Bachelor's,Custom Computer Programming Services,92783.0,182,2015,8,4,1,507.0109289617486,3341,280
2016-02-09,Certified,MALAYSIA,CT,"Manager, Analytics and Research",Master's,Custom Computer Programming Services,91957.0,114,2016,2,9,1,799.6260869565217,4398,12
2015-08-13,Certified-Expired,CHINA,CA,REVENUE STRATEGY MANAGER,Bachelor's,Custom Computer Programming Services,60500.0,169,2015,8,13,3,355.88235294117646,3341,750
2015-04-28,Certified-Expired,CANADA,CA,Member of Research Staff (Microsystem Medical Device Scientist),Doctorate,Custom Computer Programming Services,115350.0,181,2015,4,28,1,633.7912087912088,3341,280
2016-01-22,Certified,INDIA,PA,Senior Software Developer - .Net,Bachelor's,Custom Computer Programming Services,101712.0,110,2016,1,22,4,916.3243243243244,4398,4703
2014-12-18,Certified,BRAZIL,NEW YORK,Operations Research Analyst,Master's,Linen Supply,63180.0,216,2014,12,18,3,291.1520737327189,4398,58
2014-08-20,Certified-Expired,BRAZIL,GEORGIA,Logistics Manager,Bachelor's,Freight Transportation Arrangement,100402.0,167,2014,8,20,2,597.6309523809524,3341,58
2015-03-17,Certified,SOUTH KOREA,NORTH CAROLINA,Poultry Processor,Master's,Poultry Processing,93101.0,190,2015,3,17,1,487.4397905759162,4398,617
2014-08-15,Certified,RUSSIA,FLORIDA,Engineering Manager,Master's,Commercial and Institutional Building Construction,98738.0,252,2014,8,15,4,390.2687747035573,4398,56
2014-11-26,Certified,PHILIPPINES,VIRGINIA,RF Engineer,Bachelor's,Engineering Services,127566.0,246,2014,11,26,2,516.4615384615385,4398,118
2014-06-27,Certified-Expired,VENEZUELA,TEXAS,Project Engineer,Bachelor's,Engineering Services,146474.0,143,2014,6,27,4,1017.1805555555557,3341,59
2016-04-13,Certified,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Custom Computer Programming Services,81765.0,96,2016,4,13,2,842.9381443298969,4398,4703
2016-08-30,Certified,SOUTH KOREA,NY,Database Administrator,Master's,Custom Computer Programming Services,74734.0,78,2016,8,30,1,946.0,4398,617
2016-04-25,Certified,INDIA,UT,Environment/Systems Engineer,Bachelor's,Custom Computer Programming Services,115000.0,79,2016,4,25,0,1437.5,4398,4703
2015-01-13,Certified,INDIA,VIRGINIA,Sales & Distribution Business Systems Analyst,Bachelor's,Blood and Organ Banks,94557.0,198,2015,1,13,1,475.1608040201005,4398,4703
2016-06-20,Certified,IRELAND,CA,Program Manager,Master's,Custom Computer Programming Services,125000.0,101,2016,6,20,0,1225.4901960784314,4398,19
2015-10-30,Certified-Expired,PORTUGAL,TX,PIZZA COOK,Master's,Custom Computer Programming Services,16744.0,131,2015,10,30,4,126.84848484848484,3341,3
2015-09-03,Certified-Expired,INDIA,CA,Lead Application Engineer,Bachelor's,Custom Computer Programming Services,100836.9,162,2015,9,3,3,618.6312883435583,3341,4703
2016-08-05,Certified,INDIA,NY,Senior Infrastructure Engineer - Technology Lead,Master's,Custom Computer Programming Services,105000.0,83,2016,8,5,4,1250.0,4398,4703
2016-09-28,Certified,INDIA,IL,Technology Consulting Manager,Bachelor's,Custom Computer Programming Services,170460.0,54,2016,9,28,2,3099.2727272727275,4398,4703
2015-02-10,Certified,INDIA,CALIFORNIA,Principal Software Engineer,Master's,Custom Computer Programming Services,145000.0,203,2015,2,10,1,710.7843137254902,4398,4703
2015-04-10,Withdrawn,INDIA,TEXAS,Quality Assurance Engineer,Master's,Directory and Mailing List Publishers,100000.0,104,2015,4,10,4,952.3809523809524,361,4703
2014-06-19,Certified-Expired,INDIA,INDIANA,PROJECT MANAGER,Bachelor's,Custom Computer Programming Services,127712.0,155,2014,6,19,3,818.6666666666666,3341,4703
2016-09-08,Certified,INDIA,ID,Information Retrieval Engineer,Master's,Custom Computer Programming Services,135000.0,68,2016,9,8,3,1956.5217391304348,4398,4703
2014-07-21,Certified-Expired,INDIA,CALIFORNIA,"Engineer, Staff II - Software Systems",Master's,Semiconductor and Other Electronic Component Manufacturing,110159.0,148,2014,7,21,0,739.3221476510067,3341,4703
2015-01-16,Certified,PAKISTAN,TEXAS,Business Analyst,Bachelor's,Management of Companies and Enterprises,36774.0,195,2015,1,16,4,187.62244897959184,4398,63
2015-03-31,Certified,INDIA,NEW JERSEY,Engagement Manager (multiple positions),Master's,Administrative Management and General Management Consulting Services,164466.0,175,2015,3,31,1,934.4659090909092,4398,4703
2015-10-12,Certified-Expired,INDIA,CA,Senior Systems Analysts,Master's,Custom Computer Programming Services,104042.0,163,2015,10,12,0,634.4024390243902,3341,4703
2016-12-23,Withdrawn,INDIA,NJ,Software Developer / Analyst,Master's,Custom Computer Programming Services,83741.0,1,2016,12,23,4,41870.5,361,4703
2015-09-23,Withdrawn,INDIA,NJ,SENIOR SOFTWARE DEVELOPER,Master's,Custom Computer Programming Services,141750.0,9,2015,9,23,2,14175.0,361,4703
2015-06-01,Certified-Expired,INDIA,NY,Lead System Consultant,Bachelor's,Custom Computer Programming Services,95000.0,196,2015,6,1,0,482.2335025380711,3341,4703
2014-08-25,Certified-Expired,INDIA,ILLINOIS,Chemist,Bachelor's,Bare Printed Circuit Board Manufacturing,48443.0,136,2014,8,25,0,353.5985401459854,3341,4703
2015-10-13,Certified-Expired,INDIA,NC,Officer; Tech Program Associate,Master's,Custom Computer Programming Services,94536.0,162,2015,10,13,1,579.9754601226994,3341,4703
2016-03-21,Certified,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Custom Computer Programming Services,66144.0,98,2016,3,21,0,668.1212121212121,4398,4703
2014-05-20,Certified-Expired,INDIA,ARIZONA,Hospitalist,Other,General Medical and Surgical Hospitals,93101.0,143,2014,5,20,1,646.5347222222222,3341,4703
2015-04-23,Certified-Expired,SOUTH KOREA,AL,Process Engineer,Bachelor's,Custom Computer Programming Services,50500.0,179,2015,4,23,3,280.55555555555554,3341,617
2014-05-21,Certified-Expired,SOUTH KOREA,GEORGIA,Meat Packer,Bachelor's,Meat Processed from Carcasses,20779.0,159,2014,5,21,2,129.86875,3341,617
2016-01-08,Certified,SWEDEN,DC,Assistant Professor,Doctorate,Custom Computer Programming Services,135000.0,124,2016,1,8,4,1080.0,4398,12
2015-05-01,Certified-Expired,INDIA,TX,Senior DBA,Master's,Custom Computer Programming Services,87000.0,201,2015,5,1,4,430.6930693069307,3341,4703
2016-10-24,Withdrawn,INDIA,AR,Hyperion Developer II,Bachelor's,Custom Computer Programming Services,102131.38,21,2016,10,24,0,4642.335454545455,361,4703
2016-01-07,Certified,INDIA,AR,Programmer Analyst,Bachelor's,Custom Computer Programming Services,52520.0,250,2016,1,7,3,209.24302788844625,4398,4703
2015-04-14,Certified-Expired,CHINA,CT,Project Manager Associate,Master's,Custom Computer Programming Services,86000.0,184,2015,4,14,1,464.8648648648648,3341,750
2015-10-11,Certified-Expired,INDIA,TX,Technology Lead - U.S. (Open Systems),Bachelor's,Custom Computer Programming Services,73867.0,149,2015,10,11,6,492.44666666666666,3341,4703
2014-11-28,Certified,NEPAL,NEW JERSEY,SENIOR PROGRAMMER ANALYST,Master's,Custom Computer Programming Services,72530.0,185,2014,11,28,4,389.9462365591398,4398,61
2015-07-16,Certified-Expired,CHINA,WA,Software Engineer – Cloud & Enterprise Eng. or Other,Master's,Custom Computer Programming Services,102000.0,174,2015,7,16,3,582.8571428571429,3341,750
2015-03-13,Certified-Expired,INDIA,GA,Senior OTM Analyst,Master's,Custom Computer Programming Services,95000.0,214,2015,3,13,4,441.86046511627904,3341,4703
2014-07-11,Certified-Expired,INDIA,TEXAS,"Software Engineer, Applications (SAP) II",Other,Custom Computer Programming Services,91166.0,150,2014,7,11,4,603.7483443708609,3341,4703
2014-08-12,Certified-Expired,INDIA,TENNESSEE,Data Analytics Senior Associate,Bachelor's,Other Accounting Services,81500.0,150,2014,8,12,1,539.7350993377484,3341,4703
2015-05-08,Certified-Expired,SOUTH KOREA,CA,Certified Public Accountant,Master's,Custom Computer Programming Services,101421.0,195,2015,5,8,4,517.454081632653,3341,617
2015-11-19,Denied,JAPAN,CA,Business Development and Marketing Specialist,Associate's,Custom Computer Programming Services,107973.0,235,2015,11,19,3,457.5127118644068,225,51
2016-07-14,Certified,CHINA,NY,Senior Credit Derivatives Applications Developer,Master's,Custom Computer Programming Services,120000.0,69,2016,7,14,3,1714.2857142857142,4398,750
2016-03-24,Certified,INDIA,OH,Technical Lead - Supply Chain Systems,Bachelor's,Custom Computer Programming Services,105997.0,98,2016,3,24,3,1070.6767676767677,4398,4703
2014-05-15,Certified-Expired,INDIA,MASSACHUSETTS,Migration Specialist II,Master's,Custom Computer Programming Services,105000.0,172,2014,5,15,3,606.9364161849711,3341,4703
2014-07-11,Certified-Expired,INDONESIA,WASHINGTON,Database Development Engineer,Bachelor's,Other Scientific and Technical Consulting Services,85000.0,152,2014,7,11,4,555.5555555555555,3341,19
2015-09-08,Certified,INDIA,VA,Applications Developer,Bachelor's,Custom Computer Programming Services,125757.0,233,2015,9,8,1,537.4230769230769,4398,4703
2015-07-07,Certified-Expired,EGYPT,NY,"Director, Middle East, North Africa, Turkey, and Greece Analyst",Master's,Custom Computer Programming Services,154690.0,184,2015,7,7,1,836.1621621621622,3341,17
2014-10-28,Certified,BANGLADESH,FLORIDA,Procurement Clerk,Master's,Convenience Stores,93101.0,167,2014,10,28,1,554.172619047619,4398,26
2016-02-11,Certified,SINGAPORE,UT,Engineer - Equipment Owner - Scientific,Master's,Custom Computer Programming Services,87000.0,123,2016,2,11,3,701.6129032258065,4398,18
2015-02-19,Certified,INDIA,TEXAS,Senior Project Manager - U.S.,Master's,Custom Computer Programming Services,105718.0,209,2015,2,19,3,503.4190476190476,4398,4703
2014-11-24,Certified,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Computer Systems Design Services,76378.0,198,2014,11,24,0,383.80904522613065,4398,4703
2015-09-08,Certified-Expired,INDIA,NJ,Developer - Mainframe II (multiple positions),Master's,Custom Computer Programming Services,79747.0,164,2015,9,8,1,483.3151515151515,3341,4703
2015-01-05,Certified,INDIA,CALIFORNIA,Software Development Engineer,Master's,Electronic Computer Manufacturing,140000.0,205,2015,1,5,0,679.6116504854369,4398,4703
2016-06-13,Certified,SOUTH KOREA,CA,GENERAL MANAGER,Master's,Custom Computer Programming Services,89606.0,94,2016,6,13,0,943.2210526315788,4398,617
2015-01-26,Certified,NEPAL,MARYLAND,LaunchXG Support Engineer,Bachelor's,Computer Systems Design and Related Services,67974.0,200,2015,1,26,0,338.179104477612,4398,61
2015-07-06,Certified-Expired,POLAND,WA,Software Development Engineer II,Master's,Custom Computer Programming Services,97219.0,193,2015,7,6,0,501.12886597938143,3341,30
2014-07-17,Certified-Expired,UKRAINE,CALIFORNIA,Software Engineer,Master's,Computer Systems Design Services,120000.0,147,2014,7,17,3,810.8108108108108,3341,43
2014-10-08,Certified-Expired,INDIA,ILLINOIS,Technical Reporting Analyst III,Bachelor's,Insurance Agencies and Brokerages,70845.0,181,2014,10,8,2,389.25824175824175,3341,4703
2015-12-03,Certified,TAIWAN,CA,PURCHASING COORDINATOR,Master's,Custom Computer Programming Services,55453.0,153,2015,12,3,3,360.0844155844156,4398,84
2015-07-01,Certified-Expired,PHILIPPINES,CA,Commercial Marketing Specialist,Bachelor's,Custom Computer Programming Services,164736.0,195,2015,7,1,2,840.4897959183673,3341,118
2016-05-12,Certified,VENEZUELA,TX,ELEMENTARY BILINGUAL TEACHER,Bachelor's,Custom Computer Programming Services,52767.0,84,2016,5,12,3,620.7882352941176,4398,59
2014-10-15,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Master's,Semiconductor and Other Electronic Component Manufacturing,110094.0,145,2014,10,15,2,754.068493150685,3341,4703
2014-12-18,Certified,INDIA,WASHINGTON,"Manager, Software Quality Assurance–IT",Bachelor's,Coffee and Tea Manufacturing,113600.0,200,2014,12,18,3,565.1741293532339,4398,4703
2015-04-10,Certified-Expired,VIETNAM,OR,Corporate Application Engineer,Master's,Custom Computer Programming Services,89250.0,216,2015,4,10,4,411.2903225806452,3341,83
2015-04-07,Certified-Expired,INDIA,CA,SENIOR SALESFORCE ADMINISTRATOR,Master's,Custom Computer Programming Services,148803.0,190,2015,4,7,1,779.0732984293194,3341,4703
2016-07-21,Certified,INDIA,NY,Member Technical Staff Consultant,Bachelor's,Custom Computer Programming Services,117300.0,92,2016,7,21,3,1261.2903225806451,4398,4703
2015-01-28,Certified,RUSSIA,CALIFORNIA,Software Architect,Master's,Custom Computer Programming Services,115253.0,189,2015,1,28,2,606.5947368421052,4398,56
2015-05-19,Certified-Expired,INDIA,TX,Computer Systems Analyst - IV,Master's,Custom Computer Programming Services,76378.0,185,2015,5,19,1,410.6344086021505,3341,4703
2015-09-09,Certified-Expired,INDIA,NC,Sustainable Design & Building Performance Specialist,Master's,Custom Computer Programming Services,63170.0,180,2015,9,9,2,349.0055248618784,3341,4703
2014-07-18,Certified-Expired,CHINA,TEXAS,"Software Developer, Statistical Interfaces",Master's,Custom Computer Programming Services,70000.0,200,2014,7,18,4,348.2587064676617,3341,750
2014-12-04,Certified,INDIA,ILLINOIS,Software Development Engineer in Test,Master's,Electronic Shopping,109762.0,195,2014,12,4,3,560.0102040816327,4398,4703
2014-08-25,Certified-Expired,CHINA,CALIFORNIA,Software Development Engineer,Master's,Custom Computer Programming Services,107000.0,151,2014,8,25,0,703.9473684210526,3341,750
2015-03-18,Certified-Expired,NORWAY,VA,Commercial Director,Master's,Custom Computer Programming Services,128000.0,198,2015,3,18,2,643.2160804020101,3341,3
2014-12-19,Withdrawn,INDIA,NEW JERSEY,Associate Business Development Representative (Multiple Openings),Master's,Custom Computer Programming Services,130562.0,245,2014,12,19,4,530.739837398374,361,4703
2016-02-19,Certified,INDIA,CA,Computer Systems Analyst (Technical Accounts),Master's,Custom Computer Programming Services,130000.0,97,2016,2,19,4,1326.530612244898,4398,4703
2016-06-22,Certified,INDIA,CA,Software Engineer,Doctorate,Custom Computer Programming Services,102086.0,71,2016,6,22,2,1417.861111111111,4398,4703
2015-04-30,Certified-Expired,INDIA,CA,Solutions Architect,Bachelor's,Custom Computer Programming Services,122762.0,176,2015,4,30,3,693.5706214689266,3341,4703
2015-03-26,Certified-Expired,PAKISTAN,FL,Clinical Assistant Professor,Other,Custom Computer Programming Services,171603.0,196,2015,3,26,3,871.0812182741116,3341,63
2015-04-27,Certified-Expired,INDIA,CA,Sr. Software QA Test Engineer,Master's,Custom Computer Programming Services,115253.0,179,2015,4,27,0,640.2944444444445,3341,4703
2014-11-20,Certified,INDIA,CALIFORNIA,Senior System Engineer/Embedded Systems,Master's,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,95930.0,159,2014,11,20,3,599.5625,4398,4703
2014-11-17,Certified,INDIA,CALIFORNIA,Component Design Engineer,Master's,Semiconductor and Other Electronic Component Manufacturing,75057.0,169,2014,11,17,0,441.5117647058824,4398,4703
2015-04-27,Certified-Expired,INDIA,CA,IT Engineer,Bachelor's,Custom Computer Programming Services,96720.0,179,2015,4,27,0,537.3333333333334,3341,4703
2014-09-25,Certified-Expired,INDIA,NEW JERSEY,Systems Analyst,Master's,Custom Computer Programming Services,91500.0,147,2014,9,25,3,618.2432432432432,3341,4703
2016-05-06,Certified,INDIA,NE,Associate Systems Engineer,Master's,Custom Computer Programming Services,98004.0,89,2016,5,6,4,1088.9333333333334,4398,4703
2014-05-09,Certified-Expired,CHINA,GEORGIA,Chef,Master's,Full-Service Restaurants,43638.0,207,2014,5,9,4,209.79807692307693,3341,750
2016-03-29,Certified,INDIA,CA,Software Engineer 3,Master's,Custom Computer Programming Services,96866.0,92,2016,3,29,1,1041.5698924731182,4398,4703
2014-12-18,Certified,INDIA,TEXAS,Control Systems Engineer,Master's,Engineering Services,86988.0,215,2014,12,18,3,402.72222222222223,4398,4703
2015-03-24,Denied,UNITED KINGDOM,COLORADO,LEAD BREWER,Other,Custom Computer Programming Services,38500.0,105,2015,3,24,1,363.2075471698113,225,77
2016-11-08,Withdrawn,INDIA,IL,"Senior Developer, Trading Core/C++",Bachelor's,Custom Computer Programming Services,120000.0,0,2016,11,8,1,120000.0,361,4703
2016-05-24,Certified,INDIA,PA,"Specialist Master, SAP Package Technologies",Bachelor's,Custom Computer Programming Services,120732.0,77,2016,5,24,1,1547.8461538461538,4398,4703
2014-09-17,Certified-Expired,INDIA,CALIFORNIA,Senior Engineer,Master's,Custom Computer Programming Services,105394.0,149,2014,9,17,2,702.6266666666667,3341,4703
2016-09-13,Withdrawn,INDIA,NJ,Senior Test Lead,Master's,Custom Computer Programming Services,86070.0,3,2016,9,13,1,21517.5,361,4703
2015-10-23,Certified-Expired,INDIA,NY,"Software Developer, Applications",Master's,Custom Computer Programming Services,91104.0,154,2015,10,23,4,587.7677419354839,3341,4703
2015-06-29,Certified-Expired,SOUTH KOREA,IL,Automotive Technician,High School,Custom Computer Programming Services,43500.0,193,2015,6,29,0,224.22680412371133,3341,617
2016-07-19,Denied,SOUTH KOREA,NJ,Web Developer,Associate's,Custom Computer Programming Services,48568.0,90,2016,7,19,1,533.7142857142857,225,617
2014-12-19,Certified,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Computer Systems Design Services,76378.0,202,2014,12,19,4,376.2463054187192,4398,4703
2015-03-31,Certified,INDIA,WASHINGTON,Software Development Engineer II,Master's,Electronic Shopping,94500.0,174,2015,3,31,1,540.0,4398,4703
2015-07-16,Certified-Expired,SPAIN,NJ,Junior Communications Specialist,Master's,Custom Computer Programming Services,49837.0,175,2015,7,16,3,283.16477272727275,3341,26
2015-07-20,Certified-Expired,INDIA,MA,Software Engineer,Master's,Custom Computer Programming Services,81474.0,176,2015,7,20,0,460.3050847457627,3341,4703
2015-12-23,Certified,INDIA,NC,AVP; Consultant Applications Programming,Bachelor's,Custom Computer Programming Services,120000.0,134,2015,12,23,2,888.8888888888889,4398,4703
2014-09-25,Certified-Expired,TAIWAN,MICHIGAN,Assistant Professor,Doctorate,"Colleges, Universities, and Professional Schools",87000.0,141,2014,9,25,3,612.6760563380282,3341,84
2016-06-24,Certified,VIETNAM,MO,Poultry Processing Worker,Master's,Custom Computer Programming Services,22897.33,90,2016,6,24,4,251.619010989011,4398,83
2016-03-03,Certified,CHINA,TX,Industrial Production Specialist,Master's,Custom Computer Programming Services,73008.0,113,2016,3,3,3,640.421052631579,4398,750
2015-12-30,Certified,CHINA,CA,Senior Frontend Engineer,Master's,Custom Computer Programming Services,140000.0,110,2015,12,30,2,1261.261261261261,4398,750
2014-10-29,Certified,INDIA,WISCONSIN,Senior Analyst Programmer,Bachelor's,All Other General Purpose Machinery Manufacturing,106205.0,163,2014,10,29,2,647.5914634146342,4398,4703
2014-12-24,Certified,CHINA,TEXAS,COOK,Master's,Limited-Service Restaurants,16682.0,210,2014,12,24,2,79.06161137440758,4398,750
2015-06-24,Certified-Expired,INDIA,CA,"Member Technical Staff, Quality Assurance",Bachelor's,Custom Computer Programming Services,148803.0,182,2015,6,24,2,813.1311475409836,3341,4703
2014-06-30,Certified-Expired,NEPAL,TEXAS,Computer Systems Analyst - II,Bachelor's,Computer Systems Design Services,54059.0,280,2014,6,30,0,192.38078291814944,3341,61
2014-09-23,Denied,PHILIPPINES,KENTUCKY,Caregiver,High School,Home Health Care Services,18907.0,171,2014,9,23,1,109.92441860465117,225,118
2015-03-05,Certified,INDIA,NEW JERSEY,Cognos Business Systems Analyst,Bachelor's,Computer Systems Design Services,107120.0,197,2015,3,5,3,541.010101010101,4398,4703
2016-01-30,Certified,SOUTH KOREA,OH,Plant Laborer,High School,Custom Computer Programming Services,17451.0,96,2016,1,30,5,179.90721649484536,4398,617
2016-05-05,Certified,CANADA,NY,"Project Manager, Energy Engineering",Master's,Custom Computer Programming Services,132621.0,83,2016,5,5,3,1578.821428571429,4398,280
2016-01-18,Certified,INDIA,MI,Business Analyst,Master's,Custom Computer Programming Services,67000.0,121,2016,1,18,0,549.1803278688525,4398,4703
2015-12-17,Certified,IRAN,GA,Design Engineering Manager,Master's,Custom Computer Programming Services,89336.0,137,2015,12,17,3,647.3623188405797,4398,70
2015-11-23,Certified,INDIA,CA,Sr. Software Engineer - Mainframe,Bachelor's,Custom Computer Programming Services,120453.0,137,2015,11,23,0,872.8478260869565,4398,4703
2016-06-13,Certified,INDIA,CA,Software Engineer,Bachelor's,Custom Computer Programming Services,123000.0,86,2016,6,13,0,1413.7931034482758,4398,4703
2015-08-13,Certified-Expired,INDIA,GA,RF ENGINEER II,Bachelor's,Custom Computer Programming Services,114504.0,166,2015,8,13,3,685.6526946107784,3341,4703
2015-07-23,Certified,INDIA,VA,Database Developer,Master's,Custom Computer Programming Services,100000.0,263,2015,7,23,3,378.7878787878788,4398,4703
2015-12-11,Certified,INDIA,IN,Developer Advisor,Bachelor's,Custom Computer Programming Services,119683.0,137,2015,12,11,4,867.268115942029,4398,4703
2016-06-09,Certified,INDIA,CA,Principal Technical Lead,Bachelor's,Custom Computer Programming Services,150000.0,85,2016,6,9,3,1744.186046511628,4398,4703
